inchi_key,canonical_smiles,name,vivo_dilirank,vivo_livertox,vivo_dailymed,vivo_pubmed,vivo_ctd,vivo_faers,vivo_chembl,vivo_marketed_clean_neg,has_dilirank,has_livertox,has_dm_boxed
AURFZBICLPNKBZ-UHFFFAOYSA-N,CC(=O)C1CCC2C3CCC4CC(O)CCC4(C)C3CCC12C,Brexanolone,vNo-DILI-Concern,E,,,medium,,,,True,True,False
QIRNGVVZBINFMX-UHFFFAOYSA-N,C=CCc1ccccc1O,2-Allylphenol,unknown,,,,weak,,,1.0,False,False,False
JTJMJGYZQZDUJJ-UHFFFAOYSA-N,c1ccc(C2(N3CCCCC3)CCCCC2)cc1,phencyclidine,unknown,C,,,medium,,1.0,1.0,False,True,False
MYMOFIZGZYHOMD-UHFFFAOYSA-N,O=O,OXYGEN,unknown,,,weak,strong,,,1.0,False,False,False
YFDSDPIBEUFTMI-UHFFFAOYSA-N,OCC(Br)(Br)Br,tribromoethanol,unknown,,,,weak,,1.0,1.0,False,False,False
IQPNAANSBPBGFQ-UHFFFAOYSA-N,O=c1cc(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,Luteolin,unknown,,,,medium,,,1.0,False,False,False
BTFHLQRNAMSNLC-UHFFFAOYSA-N,C#CCN(C)CCCOc1ccc(Cl)cc1Cl,Clorgyline,unknown,,,,medium,,,1.0,False,False,False
DYAIAHUQIPBDIP-AXAPSJFSSA-N,O=C(O)C1=C(CSc2nnnn2CS(=O)(=O)O)CS[C@@H]2[C@H](NC(=O)[C@H](O)c3ccccc3)C(=O)N12,CEFONICID,unknown,,,,,,1.0,1.0,False,False,False
HHJUWIANJFBDHT-ZVTSDNJWSA-N,CC[C@]1(O)C[C@@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(N)=O)[C@H](O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1,vindesine,unknown,,,,,,1.0,1.0,False,False,False
ZGXJTSGNIOSYLO-UHFFFAOYSA-N,NCC(=O)CCC(=O)O,AMINOLEVULINIC ACID,unknown,,,weak,medium,,1.0,1.0,False,False,False
RWMKKWXZFRMVPB-UHFFFAOYSA-N,[Si+4],Magnesium Silicate,unknown,,,,strong,,,1.0,False,False,False
CPMDPSXJELVGJG-UHFFFAOYSA-N,COC(=O)c1ccc2c(C(=Nc3ccc(N(C)C(=O)CN4CCN(C)CC4)cc3)c3ccccc3)c(O)[nH]c2c1,Nintedanib,vMost-DILI-Concern,C,,,,,,1.0,True,True,False
MEZZCSHVIGVWFI-UHFFFAOYSA-N,COc1ccc(C(=O)c2ccccc2O)c(O)c1,dioxybenzone,unknown,,,,medium,,,1.0,False,False,False
IZEKFCXSFNUWAM-UHFFFAOYSA-N,OCCN(CCO)c1nc(N2CCCCC2)c2nc(N(CCO)CCO)nc(N3CCCCC3)c2n1,Dipyridamole,Ambiguous-DILI-Concern,E,adverse_hepatotox,,strong,,1.0,,False,True,False
UFUVLHLTWXBHGZ-MGZQPHGTSA-N,CCC[C@@H]1C[C@@H](C(=O)N[C@@H]([C@H]2O[C@H](SC)[C@H](OP(=O)(O)O)[C@@H](O)[C@H]2O)[C@H](C)Cl)N(C)C1,CLINDAMYCIN PHOSPHATE,unknown,,,,,,1.0,1.0,False,False,False
KBAFPSLPKGSANY-UHFFFAOYSA-N,CCN(CC)CCOC(=O)C(Cc1cccc2ccccc12)CC1CCCO1,naftidrofuryl,unknown,,,weak,,,,1.0,False,False,False
NSVFSAJIGAJDMR-UHFFFAOYSA-N,CC1=C(C(=O)OCCN(Cc2ccccc2)c2ccccc2)C(c2cccc([N+](=O)[O-])c2)C(P2(=O)OCC(C)(C)CO2)=C(C)N1,efonidipine,unknown,,,,weak,,,1.0,False,False,False
DOIRQSBPFJWKBE-UHFFFAOYSA-N,CCCCOC(=O)c1ccccc1C(=O)OCCCC,dibutylphthalate,unknown,,,,strong,,,1.0,False,False,False
RMHMFHUVIITRHF-UHFFFAOYSA-N,CN1CCN(CC(=O)N2c3ccccc3C(=O)Nc3cccnc32)CC1,pirenzepine,unknown,,,weak,,,1.0,1.0,False,False,False
LISFMEBWQUVKPJ-UHFFFAOYSA-N,O=c1ccc2ccccc2[nH]1,2-Hydroxyquinoline,unknown,,,weak,,,,1.0,False,False,False
PVHUJELLJLJGLN-UHFFFAOYSA-N,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc([N+](=O)[O-])c1,nitrendipine,unknown,,,,weak,,,1.0,False,False,False
UZFMOKQJFYMBGY-UHFFFAOYSA-N,CC1(C)CC(O)CC(C)(C)N1[O],Tempol,unknown,,,,medium,,,1.0,False,False,False
DPSPPJIUMHPXMA-UHFFFAOYSA-N,CC1CCc2cc(F)cc3c(=O)c(C(=O)O)cn1c23,flumequine,unknown,,,,strong,,1.0,1.0,False,False,False
FPIPGXGPPPQFEQ-OVSJKPMPSA-N,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/CO)C(C)(C)CCC1,RETINOL,unknown,,,,,,1.0,1.0,False,False,False
WWXBHTZSYYGCSG-UHFFFAOYSA-N,NC(=O)Nc1ccc([As](=O)(O)O)cc1,carbarsone,unknown,,,,,,1.0,1.0,False,False,False
VDKMYSMWQCFYBQ-UHFFFAOYSA-N,CCC(C)(C)NCC(O)COc1ccccc1C(=O)CCc1ccccc1,diprafenone,unknown,,,,,,1.0,1.0,False,False,False
DKMFBWQBDIGMHM-UHFFFAOYSA-N,CC1CCN(CCCC(=O)c2ccc(F)cc2)CC1,melperone,unknown,,,,,,1.0,1.0,False,False,False
MOTIYCLHZZLHHQ-UHFFFAOYSA-N,CC(Cl)(Cl)C(c1ccc(Cl)cc1)c1ccccc1Cl,Mitometh,unknown,,,,strong,,,1.0,False,False,False
IUTCEZPPWBHGIX-UHFFFAOYSA-N,[Sn+2],stannous fluoride,unknown,,,,medium,,,1.0,False,False,False
QWGDMFLQWFTERH-UHFFFAOYSA-N,Clc1ccc2c(c1)C(N1CCNCC1)=Nc1ccccc1O2,AMOXAPINE,Ambiguous-DILI-Concern,E,,,strong,,1.0,0.0,False,True,False
UMJJGDUYVQCBMC-UHFFFAOYSA-N,CCNCCCNCCCNCCCNCC,"N1,N11-Diethylnorspermine",unknown,,,,weak,,,1.0,False,False,False
KAATUXNTWXVJKI-UHFFFAOYSA-N,CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,cypermethrin,unknown,,,,strong,,,1.0,False,False,False
XCWPUUGSGHNIDZ-UHFFFAOYSA-N,COc1cc2[nH]c(C)c(CCN3CCN(c4ccccc4)CC3)c2cc1OC,oxypertine,unknown,,,,,,1.0,1.0,False,False,False
CYDMQBQPVICBEU-XRNKAMNCSA-N,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)ccc(Cl)c4[C@@](C)(O)[C@H]3C[C@@H]12,CHLORTETRACYCLINE,unknown,,,,,,1.0,1.0,False,False,False
UCTWMZQNUQWSLP-UHFFFAOYSA-N,CNCC(O)c1ccc(O)c(O)c1,racepinefrine,vNo-DILI-Concern,,,,strong,,,1.0,True,False,False
OQDPVLVUJFGPGQ-UHFFFAOYSA-N,c1cnc(N2CCN(Cc3ccc4c(c3)OCO4)CC2)nc1,piribedil,unknown,,,,,,1.0,1.0,False,False,False
MOTZDAYCYVMXPC-UHFFFAOYSA-N,CCCCCCCCCCCCOS(=O)(=O)O,Lauryl sulfate,unknown,,,,medium,,,1.0,False,False,False
WYMSBXTXOHUIGT-UHFFFAOYSA-N,CCOP(=O)(OCC)Oc1ccc([N+](=O)[O-])cc1,paraoxon,unknown,,,,medium,,,1.0,False,False,False
BACHBFVBHLGWSL-UHFFFAOYSA-N,COC(=O)C(C)Oc1ccc(Oc2ccc(Cl)cc2Cl)cc1,Diclofop-methyl,unknown,,,,strong,,,1.0,False,False,False
CKNAQFVBEHDJQV-UHFFFAOYSA-N,Cc1c(-c2cnccn2)ssc1=S,Oltipraz,unknown,,,,strong,,,1.0,False,False,False
BPICBUSOMSTKRF-UHFFFAOYSA-N,Cc1cccc(C)c1NC1=NCCCS1,Xylazine,unknown,,,,weak,,,1.0,False,False,False
YXFVVABEGXRONW-UHFFFAOYSA-N,Cc1ccccc1,Toluene,unknown,,,medium,medium,,,1.0,False,False,False
URAYPUMNDPQOKB-UHFFFAOYSA-N,CC(=O)OCC(COC(C)=O)OC(C)=O,triacetin,unknown,,,,weak,,,1.0,False,False,False
IWDCLRJOBJJRNH-UHFFFAOYSA-N,Cc1ccc(O)cc1,P-Cresol,unknown,,,,medium,,,1.0,False,False,False
UHWVSEOVJBQKBE-UHFFFAOYSA-N,COc1ccc(CN2CCNCC2)c(OC)c1OC,trimetazidine,unknown,,,,medium,,,1.0,False,False,False
SEBPXHSZHLFWRL-UHFFFAOYSA-N,Cc1c(C)c2c(c(C)c1O)CCC(C)(C)O2,"2,2,5,7,8-Pentamethyl-6-chromanol",unknown,,,,strong,,,1.0,False,False,False
GFFGJBXGBJISGV-UHFFFAOYSA-N,Nc1ncnc2nc[nH]c12,adenine,unknown,,,weak,strong,,,1.0,False,False,False
MHAJPDPJQMAIIY-UHFFFAOYSA-N,OO,magnesium peroxide,unknown,,,,strong,,,1.0,False,False,False
SOWBFZRMHSNYGE-UHFFFAOYSA-N,NC(=O)C(=O)O,Oxamic Acid,unknown,,,,medium,,,1.0,False,False,False
RUZYUOTYCVRMRZ-UHFFFAOYSA-N,COc1cc2nc(N3CCN(C(=O)C4COc5ccccc5O4)CC3)nc(N)c2cc1OC,Doxazosin mesylate,vLess-DILI-Concern,E,,,medium,,1.0,,True,True,False
KSFOVUSSGSKXFI-UHFFFAOYSA-N,C=CC1=C(C)c2cc3[nH]c(cc4nc(cc5[nH]c(cc1n2)c(C)c5CCC(=O)O)C(CCC(=O)O)=C4C)c(C)c3C=C,protoporphyrin,unknown,,,,medium,,,1.0,False,False,False
STUWGJZDJHPWGZ-UHFFFAOYSA-N,Cc1nc(NC(=O)N2CCCC2C(N)=O)sc1-c1ccnc(C(C)(C)C(F)(F)F)c1,Alpelisib,vLess-DILI-Concern,E,,,,,,,True,True,False
MFYSYFVPBJMHGN-ZPOLXVRWSA-N,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2C(=O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,Cortisone,unknown,,,,,,1.0,1.0,False,False,False
AFCGFAGUEYAMAO-UHFFFAOYSA-N,CC(=O)NCCCS(=O)(=O)O,Acamprosate calcium,vLess-DILI-Concern,E,,,,,1.0,,True,True,False
BCSVCWVQNOXFGL-UHFFFAOYSA-N,O=C(O)Cc1nn(Cc2nc3cc(C(F)(F)F)ccc3s2)c(=O)c2ccccc12,Zopolrestat,unknown,,,,medium,,1.0,1.0,False,False,False
BPLBGHOLXOTWMN-UHFFFAOYSA-N,CC1(C)SC2C(NC(=O)COc3ccccc3)C(=O)N2C1C(=O)O,Penicillin v potassium,vNo-DILI-Concern,,,weak,weak,,,,True,False,False
NPUKDXXFDDZOKR-UHFFFAOYSA-N,CCOC(=O)c1cncn1C(C)c1ccccc1,Etomidate,vNo-DILI-Concern,,,,weak,,,,True,False,False
ZTHYODDOHIVTJV-UHFFFAOYSA-N,CCCOC(=O)c1cc(O)c(O)c(O)c1,Propyl Gallate,unknown,,,,medium,,,1.0,False,False,False
WSFSSNUMVMOOMR-UHFFFAOYSA-N,C=O,formaldehyde,unknown,,,,strong,,,1.0,False,False,False
LMJSLTNSBFUCMU-UHFFFAOYSA-N,NS(=O)(=O)c1cc2c(cc1Cl)NC(C(Cl)Cl)NS2(=O)=O,TRICHLORMETHIAZIDE,unknown,,,,,,1.0,1.0,False,False,False
DMUAPQTXSSNEDD-QALJCMCCSA-N,CCC(=O)O[C@@H]1CC(=O)O[C@H](C)C/C=C/C=C/[C@H](O)[C@H](C)C[C@H](CC=O)[C@H](O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(O)[C@@H](OC(=O)CC)[C@H](C)O3)[C@H](N(C)C)[C@H]2O)[C@H]1OC,mydecamycin,unknown,,,,,,1.0,1.0,False,False,False
WWJZWCUNLNYYAU-UHFFFAOYSA-N,COP(=S)(OC)Oc1ccc(Sc2ccc(OP(=S)(OC)OC)cc2)cc1,Temephos,unknown,,,,weak,,,1.0,False,False,False
KOHIRBRYDXPAMZ-UHFFFAOYSA-N,OC(CNCC(O)C1CCc2cc(F)ccc2O1)C1CCc2cc(F)ccc2O1,NEBIVOLOL,Ambiguous-DILI-Concern,E,,,,,1.0,0.0,False,True,False
FLOSMHQXBMRNHR-UHFFFAOYSA-N,CC(=O)N=c1sc(S(N)(=O)=O)nn1C,methazolamide,vLess-DILI-Concern,,,,strong,,,1.0,True,False,False
WVDDGKGOMKODPV-UHFFFAOYSA-N,OCc1ccccc1,BENZYL ALCOHOL,unknown,,,,weak,,,1.0,False,False,False
VSWBSWWIRNCQIJ-UHFFFAOYSA-N,CN1CC2c3ccccc3Oc3ccc(Cl)cc3C2C1,ASENAPINE,unknown,D,,,,,,1.0,False,True,False
HFFLGKNGCAIQMO-UHFFFAOYSA-N,O=CC(Cl)(Cl)Cl,Chloral,unknown,,,,weak,,,1.0,False,False,False
YGSDEFSMJLZEOE-UHFFFAOYSA-N,O=C(O)c1ccccc1O,salicylic acid,unknown,,,medium,medium,,1.0,1.0,False,False,False
OGWKCGZFUXNPDA-XQKSVPLYSA-N,CC[C@]1(O)C[C@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C=O)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1,VINCRISTINE,unknown,,,,,,1.0,1.0,False,False,False
NQRKYASMKDDGHT-UHFFFAOYSA-N,NOCC(=O)O,(Aminooxy)acetic acid,unknown,,,,medium,,,1.0,False,False,False
ARPYQKTVRGFPIS-VIFPVBQESA-N,C[C@H](C(=O)O)c1ccc2oc(-c3ccc(F)cc3)nc2c1,flunoxaprofen,unknown,,,,,,1.0,1.0,False,False,False
WOUOLAUOZXOLJQ-MBSDFSHPSA-N,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N(CC(=O)O)C1Cc2ccccc2C1,delapril,unknown,,,,,,1.0,1.0,False,False,False
IMONTRJLAWHYGT-UHFFFAOYSA-N,C#CC1(OC(C)=O)CCC2C3CCC4=CC(=O)CCC4C3CCC21C,Norethindrone acetate,vNo-DILI-Concern,,warning_hepatotox,,strong,,,,True,False,False
HCZHHEIFKROPDY-UHFFFAOYSA-N,O=C(O)c1cc(=O)c2ccccc2[nH]1,Kynurenic Acid,unknown,,,,medium,,,1.0,False,False,False
SUPKOOSCJHTBAH-UHFFFAOYSA-N,Nc1ncnc2c1ncn2CCOCP(=O)(O)O,Adefovir,unknown,,,,medium,,1.0,1.0,False,False,False
UVKZSORBKUEBAZ-UHFFFAOYSA-N,CN1CCN(C(c2ccccc2)c2ccccc2)CC1,CYCLIZINE,unknown,,,,medium,,1.0,1.0,False,False,False
XMBWDFGMSWQBCA-UHFFFAOYSA-N,I,POTASSIUM IODIDE,unknown,,,weak,medium,,,1.0,False,False,False
BUGBHKTXTAQXES-UHFFFAOYSA-N,[Se],Selenium,unknown,,,,strong,,,1.0,False,False,False
POJWUDADGALRAB-UHFFFAOYSA-N,NC(=O)NC1N=C(O)NC1=O,Alcloxa,unknown,,,,medium,,,1.0,False,False,False
FXUAIOOAOAVCGD-WCTZXXKLSA-N,O[C@H]1[C@H]2[C@H](O)CCCN2C[C@H]1O,Swainsonine,unknown,,,,,,1.0,1.0,False,False,False
GKIRPKYJQBWNGO-OCEACIFDSA-N,CCN(CC)CCOc1ccc(/C(=C(/Cl)c2ccccc2)c2ccccc2)cc1,Enclomiphene,unknown,,,,,,1.0,1.0,False,False,False
KJQFBVYMGADDTQ-UHFFFAOYSA-N,CCCCS(=N)(=O)CCC(N)C(=O)O,2-amino-4-(S-butylsulfonimidoyl)butanoic acid,unknown,,,,strong,,,1.0,False,False,False
LNXBEIZREVRNTF-UHFFFAOYSA-N,CC(C)(C)c1ccc(CCC(O)COc2ccc(C(=O)O)cc2)cc1,Lifibrol,unknown,,,,,,1.0,1.0,False,False,False
IIXWYSCJSQVBQM-UHFFFAOYSA-N,CC1Oc2cc(cnc2N)-c2c(nn(C)c2C#N)CN(C)C(=O)c2ccc(F)cc21,Lorlatinib,Ambiguous-DILI-Concern,E,warning_hepatotox,,,,,,False,True,False
DUYJMQONPNNFPI-UHFFFAOYSA-N,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,Osimertinib mesylate,vLess-DILI-Concern,E,,weak,,,,,True,True,False
VHFVKMTVMIZMIK-UHFFFAOYSA-N,Clc1cccc(N2CCNCC2)c1,1-(3-Chlorophenyl)piperazine,unknown,,,,weak,,,1.0,False,False,False
GMRQFYUYWCNGIN-UHFFFAOYSA-N,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)CCCC(C)(C)O)CC(O)CC1O,Calcitriol,vNo-DILI-Concern,,,,medium,,,,True,False,False
MBNGWHIJMBWFHU-UHFFFAOYSA-N,COc1ccc(-c2cc(=O)c3c(O)cc(O)cc3o2)cc1O,diosmetin,unknown,,,,medium,,,1.0,False,False,False
VSQQQLOSPVPRAZ-UHFFFAOYSA-N,O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1C(F)(F)F,Trifluridine,,E,,,weak,,,,False,True,False
MNJVRJDLRVPLFE-UHFFFAOYSA-N,Cc1ccc(-c2ncc(Cl)cc2-c2ccc(S(C)(=O)=O)cc2)cn1,ETORICOXIB,unknown,,,,weak,,,1.0,False,False,False
XHEFDIBZLJXQHF-UHFFFAOYSA-N,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)ccc12,Fisetin,unknown,,,,medium,,,1.0,False,False,False
UXYRZJKIQKRJCF-TZPFWLJSSA-N,C[C@H]1CC(=O)C[C@@H]2CC[C@H]3[C@@H]4CC[C@H](O)[C@@]4(C)CC[C@@H]3[C@]21C,mesterolone,unknown,,,,,,1.0,1.0,False,False,False
ZQPPMHVWECSIRJ-UHFFFAOYSA-N,CCCCCCCCC=CCCCCCCCC(=O)O,Ethanolamine oleate,vNo-DILI-Concern,,,,medium,,,,True,False,False
SERHTTSLBVGRBY-UHFFFAOYSA-N,CCCC1(CCC)CCC2(CCN(CCCN(CC)CC)C2)CC1,Atiprimod,unknown,,,,medium,,,1.0,False,False,False
QEVHRUUCFGRFIF-UHFFFAOYSA-N,COC(=O)C1C2CC3c4[nH]c5cc(OC)ccc5c4CCN3CC2CC(OC(=O)c2cc(OC)c(OC)c(OC)c2)C1OC,Reserpine,vNo-DILI-Concern,E,,,strong,,,,True,True,False
PHIQHXFUZVPYII-UHFFFAOYSA-N,C[N+](C)(C)CC(O)CC(=O)[O-],Levocarnitine,vNo-DILI-Concern,,,medium,,,1.0,,True,False,False
QSQQQURBVYWZKJ-UHFFFAOYSA-N,CC(N)Cc1c[nH]c2ccccc12,(+-)-alpha-Methyltryptamine,unknown,,,,weak,,,1.0,False,False,False
UXOWGYHJODZGMF-QORCZRPOSA-N,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@H](C(=O)NCC(C)(C)C(N)=O)C(C)C)C(C)C)ccc1OC,ALISKIREN,unknown,,,,,,1.0,1.0,False,False,False
CZFFBEXEKNGXKS-UHFFFAOYSA-N,Cc1nnc(C(=O)NC(C)(C)c2nc(C(=O)NCc3ccc(F)cc3)c(O)c(=O)n2C)o1,Raltegravir potassium,vMost-DILI-Concern,E,,medium,,,1.0,,True,True,False
GMZVRMREEHBGGF-UHFFFAOYSA-N,NC(=O)CN1CCCC1=O,piracetam,unknown,,,medium,,,,1.0,False,False,False
IVRMZWNICZWHMI-UHFFFAOYSA-N,[N-]=[N+]=[N-],Iron Azide Hydrate,unknown,,,,medium,,,1.0,False,False,False
SLAYUXIURFNXPG-CRAIPNDOSA-N,NCc1ccccc1CC(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nnnn3CC(=O)O)CS[C@H]12,CEFORANIDE,unknown,,,,,,1.0,1.0,False,False,False
IDINUJSAMVOPCM-UHFFFAOYSA-N,N=C(N)NCCCCCCC(=O)NC(O)C(=O)NCCCCNCCCN,gusperimus,unknown,,,,,,1.0,1.0,False,False,False
QWPPOHNGKGFGJK-UHFFFAOYSA-N,OCl,Hypochlorous Acid,unknown,,,,medium,,,1.0,False,False,False
KWTSXDURSIMDCE-QMMMGPOBSA-N,C[C@H](N)Cc1ccccc1,DEXTROAMPHETAMINE,vNo-DILI-Concern,,,,,,1.0,1.0,True,False,False
QGZKDVFQNNGYKY-UHFFFAOYSA-N,N,"AMMONIA SOLUTION, STRONG",vNo-DILI-Concern,C,adverse_hepatotox,medium,strong,weak,,1.0,True,True,False
IZJDOKYDEWTZSO-UHFFFAOYSA-N,S=C=NCCc1ccccc1,Phenethyl Isothiocyanate,unknown,,,,medium,,,1.0,False,False,False
ZCFFYALKHPIRKJ-UHFFFAOYSA-N,C=Cc1c(C)c2cc3[nH]c(cc4nc(cc5nc(cc1[nH]2)C(C)=C5CCC(=O)O)C(CCC(=O)O)=C4C)c(C)c3C=C,protoporphyrin IX,unknown,,,,medium,,,1.0,False,False,False
GBBSUAFBMRNDJC-UHFFFAOYSA-N,CN1CCN(C(=O)OC2c3nccnc3C(=O)N2c2ccc(Cl)cn2)CC1,Eszopiclone,vLess-DILI-Concern,E,warning_hepatotox,,,,1.0,,True,True,False
APJYDQYYACXCRM-UHFFFAOYSA-N,NCCc1c[nH]c2ccccc12,Tryptamine,unknown,,,,weak,,,1.0,False,False,False
GKQPCPXONLDCMU-CCEZHUSRSA-N,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1ccccc1/C=C/C(=O)OC(C)(C)C,lacidipine,unknown,,,,,,1.0,1.0,False,False,False
PXGPLTODNUVGFL-YNNPMVKQSA-N,CCCCC[C@H](O)/C=C/[C@@H]1[C@@H](C/C=C\CCCC(=O)O)[C@@H](O)C[C@H]1O,DINOPROST,unknown,,,,,,1.0,1.0,False,False,False
DTGKSKDOIYIVQL-UHFFFAOYSA-N,CC1(C)C2CCC1(C)C(O)C2,Borneol,unknown,,,,medium,,,1.0,False,False,False
YWPHCCPCQOJSGZ-UHFFFAOYSA-N,CCOc1ccccc1OCC1CNCCO1,VILOXAZINE,vNo-DILI-Concern,E,,,,,1.0,1.0,True,True,False
SESFRYSPDFLNCH-UHFFFAOYSA-N,O=C(OCc1ccccc1)c1ccccc1,BENZYL BENZOATE,unknown,,,,weak,,,1.0,False,False,False
MUCZHBLJLSDCSD-UHFFFAOYSA-N,CC(C)OP(=O)(F)OC(C)C,ISOFLUROPHATE,unknown,,,,medium,,,1.0,False,False,False
PUDHBTGHUJUUFI-SCTWWAJVSA-N,CC(C)[C@@H]1NC(=O)[C@H](CCCCN)NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H](NC(=O)[C@H](N)Cc2ccc3ccccc3c2)CSSC[C@@H](C(=O)N[C@H](C(N)=O)[C@@H](C)O)NC1=O,LANREOTIDE ACETATE,unknown,,,,,,1.0,1.0,False,False,False
BELBBZDIHDAJOR-UHFFFAOYSA-N,O=S1(=O)OC(c2ccc(O)cc2)(c2ccc(O)cc2)c2ccccc21,phenolsulfonphthalein,unknown,,,,medium,,,1.0,False,False,False
DBEPLOCGEIEOCV-UHFFFAOYSA-N,CC(C)(C)NC(=O)C1CCC2C3CCC4NC(=O)C=CC4(C)C3CCC12C,Finasteride,vLess-DILI-Concern,E,,,strong,,,,True,True,False
YCIMNLLNPGFGHC-UHFFFAOYSA-N,Oc1ccccc1O,Catechol,unknown,,,,medium,,,1.0,False,False,False
NBQNWMBBSKPBAY-UHFFFAOYSA-N,CC(=O)N(CC(O)CN(C(C)=O)c1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)NCC(O)CO)c1I)c1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)NCC(O)CO)c1I,IODIXANOL,unknown,,,,medium,,,1.0,False,False,False
WWVAPFRKZMUPHZ-UHFFFAOYSA-N,O=C(CCOCCOCCOCCOCCC(=O)Nc1c(I)cc(I)c(C(=O)O)c1I)Nc1c(I)cc(I)c(C(=O)O)c1I,IODOXAMIC ACID,unknown,,,,,,1.0,1.0,False,False,False
ZCTXEAQXZGPWFG-UHFFFAOYSA-N,O=C(NCNC(=O)NC1C(=O)NC(=O)N1CO)NC1C(=O)NC(=O)N1CO,Imidazolidinyl Urea,unknown,,,,weak,,,1.0,False,False,False
PLIKAWJENQZMHA-UHFFFAOYSA-N,Nc1ccc(O)cc1,4-Aminophenol,unknown,,,,medium,,0.0,1.0,False,False,False
YQNQNVDNTFHQSW-UHFFFAOYSA-N,CC(=O)Oc1ccccc1C(=O)Nc1ncc([N+](=O)[O-])s1,NITAZOXANIDE,vNo-DILI-Concern,E,,,medium,,,1.0,True,True,False
GIJXKZJWITVLHI-UHFFFAOYSA-N,CN1C2CCC1CC(OC(c1ccccc1)c1ccccc1)C2,Benztropine mesylate,vNo-DILI-Concern,E,,,strong,,,,True,True,False
JMBQKKAJIKAWKF-UHFFFAOYSA-N,CCC1(c2ccccc2)CCC(=O)NC1=O,GLUTETHIMIDE,unknown,,,,weak,,,1.0,False,False,False
NHZMQXZHNVQTQA-UHFFFAOYSA-N,Cc1ncc(CO)c(CN)c1O,Pyridoxamine,unknown,,,,medium,,,1.0,False,False,False
AUYYCJSJGJYCDS-UHFFFAOYSA-N,NC(Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)O,Liothyronine sodium,vNo-DILI-Concern,,,medium,strong,,,,True,False,False
XOEUHCONYHZURQ-HNUBZJOYSA-N,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@](C)(F)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,flurithromycin,unknown,,,,,,1.0,1.0,False,False,False
HWHLPVGTWGOCJO-UHFFFAOYSA-N,OC(CCN1CCCCC1)(c1ccccc1)C1CCCCC1,TRIHEXYPHENIDYL HYDROCHLORIDE,vNo-DILI-Concern,E,,,strong,,,1.0,True,True,False
CMSMOCZEIVJLDB-UHFFFAOYSA-N,O=P1(N(CCCl)CCCl)NCCCO1,CYCLOPHOSPHAMIDE ANHYDROUS,vLess-DILI-Concern,B,adverse_hepatotox,strong,strong,strong,,1.0,True,True,False
DBGVGMSCBYYSLD-UHFFFAOYSA-N,CCCC[SnH](CCCC)CCCC,Tributylstannane,unknown,,,,strong,,,1.0,False,False,False
PUPZLCDOIYMWBV-UHFFFAOYSA-N,CC(O)CCO,"1,3-Butanediol",unknown,,,,strong,,,1.0,False,False,False
XSTXAVWGXDQKEL-UHFFFAOYSA-N,ClC=C(Cl)Cl,trichloroethylene,unknown,,,medium,strong,,,1.0,False,False,False
PMXMIIMHBWHSKN-UHFFFAOYSA-N,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2O,Paliperidone,vLess-DILI-Concern,E,,,,,,,True,True,False
